AMOUNT__C,BROKER_STATUS__C,BROKER_TIER__C,CLIENT_RISK_RATING__C,CREDIT_SCORE_BORROWER_2__C,CREDIT_SCORE__C,CURRENT_TERM_IN_MONTHS__C,EMPLOYMENT_STATUS_BORROWER_2__C,EMPLOYMENT_STATUS__C,GLOBAL_DEBT_SERVICING_RATIO__C,LOAN_ID__C,INTEREST_RATE__C,LOAN_TO_VALUE__C,MORTGAGE_POSITION__C,MORTGAGE_PURPOSE__C,OCCUPANCY_TYPE__C,PROPERTY_TYPE__C,SELF_EMPLOYED__C,STAGE__C,TOTAL_DEBT_SERVICING_RATIO__C
201414,Watch List,Non Key Account,6,747,681,60,Other,Hourly,37.6,a006g000002FDVaAAO,8.01,42,2,Equity Takeout,Rental,Semi-detached,FALSE,Declined,74.1
655773,Watch List,Non Key Account,5,702,746,10,Commissions,Contract,96.2,a006g000002FDVbAAO,5.16,70,3,Purchase,Owner,Single,FALSE,Declined,97.8
396022,Approved,Non Key Account,4,619,480,40,Commissions,Commissions,32.6,a006g000002FDVcAAO,4.93,11,1,Purchase,Rent To Own,Row,FALSE,Declined,33.3
517300,Watch List,Non Key Account,4,839,498,15,Hourly,Other,83.4,a006g000002FDVdAAO,4.81,78,3,Refinance,Rental,Apartment Low Rise,FALSE,Declined,92
1073023,Approved,Key Account,4,772,633,29,Contract,Commissions,26.3,a006g000002FDVeAAO,8.14,76,2,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,47.7
410938,Approved,Key Account,3,817,729,23,Other,Salary,7.3,a006g000002FDVfAAO,7.4,53,2,Purchase,Rent To Own,Single,FALSE,Declined,53.8
1241560,Watch List,Non Key Account,2,629,410,6,Pension,Salary,26.9,a006g000002FDVgAAO,8.78,74,2,Purchase,Rental,Apartment High Rise,FALSE,Declined,86.7
680716,Approved,Non Key Account,2,758,449,3,Pension,Self-employed,61.7,a006g000002FDVhAAO,4.33,61,3,Refinance,Rental,Apartment High Rise,TRUE,Declined,90.7
899672,Approved,Key Account,4,881,471,40,Self-employed,Pension,17.8,a006g000002FDViAAO,9.94,66,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Approved,86.6
368185,Approved,Non Key Account,4,463,507,38,Contract,Contract,28.7,a006g000002FDVjAAO,8.4,31,3,Purchase,Rent To Own,Single,FALSE,Declined,94.3
867821,Approved,Non Key Account,4,600,829,33,Self-employed,Hourly,94,a006g000002FDVkAAO,4.72,12,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Declined,97.4
559866,Approved,Non Key Account,4,846,427,42,Self-employed,Salary,1.1,a006g000002FDVlAAO,4.95,34,2,Purchase,Rental,Single,FALSE,Declined,89.8
578890,Approved,Key Account,5,675,552,50,Salary,Hourly,35.1,a006g000002FDVmAAO,6.47,24,2,Purchase Rent to Own,Rental,Single,FALSE,Declined,59.9
684439,Approved,Non Key Account,3,630,547,33,Pension,Contract,73.8,a006g000002FDVnAAO,7.53,31,2,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,98.4
150507,Approved,Non Key Account,5,891,491,48,Salary,Self-employed,1.9,a006g000002FDVoAAO,9.11,5,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,TRUE,Declined,28.6
650076,Approved,Key Account,2,463,897,57,Other,Pension,3,a006g000002FDVpAAO,5.78,8,2,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,9
165037,Approved,Key Account,3,602,645,26,Pension,Salary,36.7,a006g000002FDVqAAO,7.03,16,2,Refinance,Owner,Apartment Low Rise,FALSE,Declined,52.6
684644,Approved,Key Account,5,447,850,57,Self-employed,Salary,57,a006g000002FDVrAAO,8.86,58,3,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,59.5
1357916,Approved,Non Key Account,3,729,656,25,Contract,Pension,54.8,a006g000002FDVsAAO,9.68,64,1,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Declined,89.7
1168367,Watch List,Key Account,4,464,407,21,Salary,Contract,81.9,a006g000002FDVtAAO,8.03,5,2,Equity Takeout,Rental,Single,FALSE,Declined,87.2
1369851,Deactivated,Key Account,3,779,890,20,Contract,Contract,1.6,a006g000002FDVuAAO,6.03,30,3,Purchase,Owner,Apartment Low Rise,FALSE,Declined,24.2
819811,Approved,Non Key Account,6,423,661,41,Other,Self-employed,27.8,a006g000002FDVvAAO,6.72,28,1,Purchase Rent to Own,Rental,Semi-detached,TRUE,Declined,34.6
1465872,Approved,Non Key Account,2,832,569,4,Self-employed,Salary,14.6,a006g000002FDVwAAO,4.12,43,1,Purchase Rent to Own,Rental,Apartment High Rise,FALSE,Declined,60.4
585490,Watch List,Non Key Account,2,802,506,31,Pension,Other,50.3,a006g000002FDVxAAO,8.64,59,2,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,80.8
1336743,Approved,Non Key Account,3,792,582,20,Self-employed,Salary,77.6,a006g000002FDVyAAO,6.45,58,1,Purchase,Owner,Apartment High Rise,FALSE,Declined,79.5
399623,Watch List,Non Key Account,4,558,514,56,Contract,Self-employed,23.9,a006g000002FDVzAAO,7.29,39,2,Refinance for Debt Consolidation,Rental,Semi-detached,TRUE,Declined,46.6
257725,Approved,Key Account,2,849,753,56,Hourly,Commissions,46.2,a006g000002FDW0AAO,4.05,72,3,Purchase,Owner,Row,FALSE,Declined,93
316234,Approved,Non Key Account,5,603,535,43,Other,Pension,3.3,a006g000002FDW1AAO,8.66,35,3,Equity Takeout,Owner,Single,FALSE,Declined,83.6
1427221,Approved,Key Account,4,853,640,35,Self-employed,Self-employed,4.3,a006g000002FDW2AAO,8.2,52,1,Purchase,Rental,Semi-detached,TRUE,Declined,76.6
398045,Approved,Non Key Account,3,654,621,32,Pension,Hourly,4.9,a006g000002FDW3AAO,4.31,62,1,Equity Takeout,Owner,Single,FALSE,Declined,39
1194132,Approved,Key Account,4,870,793,36,Contract,Self-employed,13.8,a006g000002FDW4AAO,8.53,56,2,Refinance,Owner,Single,TRUE,Declined,78.1
687077,Approved,Key Account,2,815,660,31,Self-employed,Pension,84.3,a006g000002FDW5AAO,7.09,25,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Approved,99.2
317717,Approved,Non Key Account,4,853,790,51,Hourly,Commissions,21.7,a006g000002FDW6AAO,5.33,80,2,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,76.4
326301,Approved,Key Account,4,737,789,37,Commissions,Hourly,65.4,a006g000002FDW7AAO,4.22,7,3,Refinance,Rental,Semi-detached,FALSE,Declined,65.5
806677,Approved,Key Account,3,809,443,50,Pension,Pension,96.6,a006g000002FDW8AAO,4.94,6,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,99.1
180502,Watch List,Key Account,3,675,623,21,Other,Salary,64.6,a006g000002FDW9AAO,5.91,13,1,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,91.2
233864,Watch List,Non Key Account,4,453,579,0,Commissions,Pension,87.1,a006g000002FDWAAA4,5.49,48,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Declined,94.6
782216,Approved,Key Account,5,661,656,32,Hourly,Pension,23.4,a006g000002FDWBAA4,5.49,79,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Approved,87.2
1007529,Watch List,Non Key Account,4,652,502,51,Salary,Pension,16.1,a006g000002FDWCAA4,7.54,76,3,Purchase,Owner,Row,FALSE,Declined,94.1
654366,Approved,Non Key Account,4,869,818,20,Hourly,Self-employed,30.2,a006g000002FDWDAA4,8.47,7,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,TRUE,Declined,67.8
446685,Approved,Non Key Account,4,504,500,0,Hourly,Hourly,79.3,a006g000002FDWEAA4,4.2,66,1,Purchase,Owner,Semi-detached,FALSE,Declined,84.7
618327,Approved,Key Account,3,574,660,18,Pension,Other,22.7,a006g000002FDWFAA4,7.05,50,2,Purchase Rent to Own,Rent To Own,Row,FALSE,Approved,96.8
1014088,Approved,Non Key Account,4,633,521,51,Other,Self-employed,66.9,a006g000002FDWGAA4,7.64,66,2,Purchase Rent to Own,Rental,Single,TRUE,Declined,71
952405,Watch List,Key Account,3,875,408,31,Salary,Self-employed,25.4,a006g000002FDWHAA4,5.76,62,1,Refinance for Debt Consolidation,Rent To Own,Row,TRUE,Declined,76.7
221401,Watch List,Non Key Account,3,666,599,19,Hourly,Self-employed,41.4,a006g000002FDWIAA4,4.08,12,1,Purchase,Rent To Own,Single,TRUE,Declined,58
723308,Approved,Non Key Account,3,545,776,9,Other,Other,87.6,a006g000002FDWJAA4,7.29,18,3,Purchase,Rental,Row,FALSE,Declined,88.2
363223,Approved,Non Key Account,5,572,558,56,Pension,Hourly,20.3,a006g000002FDWKAA4,6.03,76,1,Purchase,Rent To Own,Semi-detached,FALSE,Declined,75.3
1458587,Approved,Non Key Account,3,608,853,1,Other,Commissions,70.3,a006g000002FDWLAA4,8.24,14,2,Purchase,Rental,Apartment High Rise,FALSE,Declined,77.4
844506,Watch List,Key Account,4,789,569,2,Commissions,Salary,17.9,a006g000002FDWMAA4,6.04,59,1,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,38.1
1382162,Approved,Non Key Account,3,786,693,1,Contract,Hourly,23.7,a006g000002FDWNAA4,9.61,27,3,Refinance for Debt Consolidation,Rental,Row,FALSE,Approved,44.4
134012,Approved,Key Account,1,698,789,8,Contract,Commissions,27.8,a006g000002FDWOAA4,7.41,28,3,Purchase Rent to Own,Rental,Apartment High Rise,FALSE,Declined,40.1
1303187,Approved,Non Key Account,3,617,808,5,Hourly,Hourly,30.9,a006g000002FDWPAA4,5.63,67,3,Purchase,Owner,Apartment Low Rise,FALSE,Approved,64.3
758464,Watch List,Non Key Account,3,672,489,37,Self-employed,Contract,78.4,a006g000002FDWQAA4,5.04,67,1,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,87.6
870274,Watch List,Non Key Account,4,536,724,17,Commissions,Hourly,59.5,a006g000002FDWRAA4,8.4,60,2,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,93.3
1010975,Approved,Non Key Account,5,425,418,9,Other,Pension,84.4,a006g000002FDWSAA4,5.2,35,2,Refinance,Rental,Row,FALSE,Declined,91.8
702585,Approved,Non Key Account,4,696,520,19,Commissions,Salary,96.6,a006g000002FDWTAA4,9.97,7,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,FALSE,Declined,96.7
1005872,Approved,Key Account,3,508,437,59,Pension,Other,77.7,a006g000002FDWUAA4,5.75,80,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,93.4
744819,Approved,Key Account,4,778,859,20,Commissions,Salary,87.1,a006g000002FDWVAA4,6.61,46,1,Equity Takeout,Owner,Single,FALSE,Declined,96.4
1201650,Approved,Key Account,5,675,482,43,Hourly,Contract,26.1,a006g000002FDWWAA4,8.56,34,1,Refinance,Rental,Apartment Low Rise,FALSE,Declined,87.3
107471,Approved,Key Account,4,900,430,33,Pension,Self-employed,85.2,a006g000002FDWXAA4,4.24,67,3,Equity Takeout,Rental,Apartment High Rise,TRUE,Declined,95.1
326103,Approved,Non Key Account,3,881,888,0,Salary,Salary,92.3,a006g000002FDWYAA4,6.73,10,3,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,94.7
1024174,Watch List,Key Account,6,589,506,40,Pension,Salary,67.3,a006g000002FDWZAA4,6.61,30,2,Refinance for Debt Consolidation,Rent To Own,Row,FALSE,Approved,81.5
1472927,Approved,Non Key Account,1,445,712,11,Self-employed,Salary,24.7,a006g000002FDWaAAO,7.17,70,2,Refinance,Owner,Row,FALSE,Approved,99.3
845732,Deactivated,Key Account,5,601,840,5,Pension,Other,77.7,a006g000002FDWbAAO,4.71,19,2,Refinance,Owner,Semi-detached,FALSE,Approved,82.9
357447,Approved,Key Account,3,871,891,59,Salary,Other,91.5,a006g000002FDWcAAO,6.65,28,2,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,94
291861,Approved,Key Account,3,580,586,52,Commissions,Commissions,33.7,a006g000002FDWdAAO,4.51,49,3,Purchase,Rental,Apartment Low Rise,FALSE,Declined,82.3
689900,Approved,Key Account,2,478,807,57,Salary,Salary,13.3,a006g000002FDWeAAO,5.24,37,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,FALSE,Declined,66.1
1376532,Approved,Key Account,4,816,629,60,Salary,Salary,61.1,a006g000002FDWfAAO,9.27,29,2,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,96.1
476435,Approved,Key Account,5,895,668,25,Contract,Other,45.8,a006g000002FDWgAAO,8.89,7,3,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,79.3
926238,Approved,Key Account,5,452,769,34,Commissions,Other,45.1,a006g000002FDWhAAO,9.39,60,1,Purchase,Rental,Apartment High Rise,FALSE,Declined,59.7
1429087,Approved,Key Account,4,478,549,58,Other,Hourly,22.5,a006g000002FDWiAAO,5.8,64,1,Purchase,Owner,Apartment Low Rise,FALSE,Declined,65.2
921136,Watch List,Non Key Account,3,668,620,48,Pension,Self-employed,39.4,a006g000002FDWjAAO,6.38,39,2,Purchase,Rental,Apartment High Rise,TRUE,Declined,93.4
1253542,Approved,Key Account,3,578,889,59,Other,Contract,48.6,a006g000002FDWkAAO,5.99,40,1,Refinance,Rent To Own,Single,FALSE,Declined,74.8
140489,Approved,Non Key Account,5,873,772,38,Hourly,Commissions,9.1,a006g000002FDWlAAO,4.02,45,3,Purchase,Owner,Row,FALSE,Declined,63.1
1494679,Approved,Key Account,3,474,840,12,Commissions,Contract,32.2,a006g000002FDWmAAO,9.67,73,2,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,39.6
903797,Approved,Key Account,4,501,820,33,Hourly,Other,59.7,a006g000002FDWnAAO,4.81,63,1,Purchase,Owner,Row,FALSE,Approved,96
1320617,Watch List,Non Key Account,4,537,509,27,Other,Pension,30,a006g000002FDWoAAO,5.89,46,3,Refinance,Owner,Row,FALSE,Declined,73.5
319694,Approved,Non Key Account,5,468,757,41,Hourly,Commissions,22.5,a006g000002FDWpAAO,6.44,8,1,Purchase,Owner,Apartment Low Rise,FALSE,Declined,95.1
1292114,Approved,Key Account,4,539,839,49,Salary,Salary,47.1,a006g000002FDWqAAO,7.33,41,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,65.9
122536,Approved,Key Account,3,737,889,53,Other,Salary,87.4,a006g000002FDWrAAO,6.77,29,1,Purchase,Owner,Single,FALSE,Approved,93.5
430414,Approved,Non Key Account,4,615,686,13,Hourly,Commissions,70,a006g000002FDWsAAO,6.87,80,3,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Approved,89.2
1262572,Watch List,Key Account,4,870,499,9,Self-employed,Contract,51.8,a006g000002FDWtAAO,8.89,53,2,Equity Takeout,Owner,Row,FALSE,Declined,76.2
407557,Approved,Non Key Account,4,699,559,29,Pension,Other,85.6,a006g000002FDWuAAO,7.31,43,2,Refinance,Rent To Own,Apartment High Rise,FALSE,Declined,94.6
674955,Watch List,Non Key Account,1,739,828,28,Other,Pension,56.9,a006g000002FDWvAAO,4.3,27,1,Equity Takeout,Rental,Semi-detached,FALSE,Declined,89.9
1042250,Approved,Key Account,4,709,896,47,Self-employed,Salary,77.2,a006g000002FDWwAAO,6.63,36,1,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,86
1375211,Approved,Non Key Account,2,858,610,23,Pension,Pension,9.3,a006g000002FDWxAAO,4.86,75,3,Equity Takeout,Rental,Row,FALSE,Declined,47.6
804978,Approved,Non Key Account,4,503,833,1,Other,Pension,31,a006g000002FDWyAAO,5.78,77,3,Refinance for Debt Consolidation,Rent To Own,Row,FALSE,Declined,33.1
1388196,Approved,Non Key Account,5,545,467,0,Salary,Salary,18.6,a006g000002FDWzAAO,9.56,36,2,Refinance,Rental,Row,FALSE,Declined,59.1
490306,Approved,Key Account,3,477,522,38,Other,Other,84.9,a006g000002FDX0AAO,7.69,36,2,Refinance,Owner,Apartment High Rise,FALSE,Approved,89.9
822457,Deactivated,Key Account,3,807,732,13,Self-employed,Commissions,61.1,a006g000002FDX1AAO,9.22,46,3,Refinance,Owner,Row,FALSE,Declined,85.6
984356,Approved,Key Account,5,836,738,60,Self-employed,Contract,32.4,a006g000002FDX2AAO,7.85,70,2,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Approved,47.5
844981,Approved,Key Account,3,470,509,45,Commissions,Self-employed,99.8,a006g000002FDX3AAO,9.86,74,3,Purchase,Owner,Apartment High Rise,TRUE,Declined,100
1082313,Approved,Key Account,4,812,799,33,Hourly,Hourly,30.3,a006g000002FDX4AAO,5.65,29,1,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Approved,43.6
119787,Approved,Non Key Account,4,719,754,8,Hourly,Commissions,43,a006g000002FDX5AAO,6.55,77,2,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Approved,71.9
845117,Approved,Non Key Account,4,686,681,59,Self-employed,Other,56.1,a006g000002FDX6AAO,7.99,48,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Declined,97.8
659154,Watch List,Key Account,3,679,453,52,Pension,Self-employed,0,a006g000002FDX7AAO,4.16,50,3,Equity Takeout,Rent To Own,Apartment Low Rise,TRUE,Declined,66.4
536282,Watch List,Non Key Account,3,610,610,4,Other,Pension,25.3,a006g000002FDX8AAO,5.54,48,3,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,90.4
244410,Approved,Key Account,3,782,705,12,Commissions,Hourly,48.1,a006g000002FDX9AAO,9.03,56,1,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,63.5
868253,Approved,Key Account,3,709,454,34,Self-employed,Other,85.6,a006g000002FDXAAA4,8.24,12,1,Refinance for Debt Consolidation,Rental,Apartment Low Rise,FALSE,Approved,85.8
634443,Approved,Key Account,3,496,403,18,Commissions,Other,42.1,a006g000002FDXBAA4,6.65,64,3,Purchase,Owner,Apartment High Rise,FALSE,Declined,57.4
791696,Approved,Key Account,4,499,792,21,Other,Self-employed,97.6,a006g000002FDXCAA4,5.76,41,3,Purchase Rent to Own,Rental,Single,TRUE,Declined,98.3
1458952,Approved,Key Account,3,519,620,35,Salary,Pension,94.3,a006g000002FDXDAA4,7.53,7,3,Refinance,Owner,Row,FALSE,Approved,99.4
368654,Approved,Key Account,3,552,719,54,Other,Contract,36.6,a006g000002FDXEAA4,6.22,16,1,Refinance,Rental,Apartment High Rise,FALSE,Declined,42.4
1039170,Approved,Key Account,1,810,849,47,Salary,Hourly,12.7,a006g000002FDXFAA4,5.68,45,1,Purchase,Rent To Own,Row,FALSE,Declined,51
1028996,Approved,Key Account,3,781,687,0,Self-employed,Other,79.3,a006g000002FDXGAA4,9.53,20,3,Refinance,Rental,Row,FALSE,Declined,89.5
1274525,Approved,Key Account,4,698,793,49,Other,Contract,75.5,a006g000002FDXHAA4,6.98,8,2,Refinance for Debt Consolidation,Rent To Own,Semi-detached,FALSE,Declined,97.6
976018,Approved,Non Key Account,4,524,479,19,Other,Salary,7,a006g000002FDXIAA4,9.75,61,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,42.2
647424,Watch List,Key Account,4,566,649,54,Commissions,Commissions,29,a006g000002FDXJAA4,8.4,31,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,60.2
697456,Approved,Non Key Account,3,497,844,11,Pension,Other,46.4,a006g000002FDXKAA4,8,79,2,Refinance,Owner,Apartment High Rise,FALSE,Declined,61.5
332091,Deactivated,Non Key Account,5,811,460,41,Self-employed,Pension,49.4,a006g000002FDXLAA4,3.99,65,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Declined,77.2
378297,Deactivated,Key Account,1,816,756,23,Contract,Contract,7.1,a006g000002FDXMAA4,8.03,67,1,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Approved,57
433711,Approved,Key Account,5,473,585,14,Pension,Other,88.8,a006g000002FDXNAA4,6.74,65,2,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,93.3
886449,Approved,Key Account,3,656,865,3,Self-employed,Contract,69.2,a006g000002FDXOAA4,7.58,58,1,Refinance,Owner,Semi-detached,FALSE,Declined,79.3
651942,Approved,Key Account,4,563,580,34,Other,Salary,18.4,a006g000002FDXPAA4,9.36,12,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Approved,37
305968,Approved,Key Account,3,632,773,31,Contract,Hourly,23.2,a006g000002FDXQAA4,4.42,59,1,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Approved,62.2
863409,Watch List,Key Account,4,657,436,14,Hourly,Hourly,72.5,a006g000002FDXRAA4,9.38,60,3,Purchase,Owner,Single,FALSE,Declined,75.3
278864,Watch List,Non Key Account,1,745,545,12,Pension,Salary,13.2,a006g000002FDXSAA4,5.98,11,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,61.6
690775,Approved,Key Account,4,419,496,51,Hourly,Pension,13.5,a006g000002FDXTAA4,9.59,15,1,Equity Takeout,Rent To Own,Apartment High Rise,FALSE,Approved,40.4
548498,Watch List,Key Account,3,668,604,31,Self-employed,Pension,52.5,a006g000002FDXUAA4,6.47,76,2,Purchase,Owner,Single,FALSE,Declined,90.6
995324,Watch List,Non Key Account,3,643,709,21,Other,Self-employed,89.2,a006g000002FDXVAA4,6.53,65,1,Refinance for Debt Consolidation,Rent To Own,Single,TRUE,Declined,94.8
197856,Approved,Non Key Account,3,827,548,34,Contract,Contract,45.4,a006g000002FDXWAA4,5.67,64,1,Purchase Rent to Own,Owner,Row,FALSE,Declined,94.7
1354231,Watch List,Non Key Account,3,889,402,7,Hourly,Other,2.5,a006g000002FDXXAA4,5.12,44,2,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,27.5
676228,Approved,Key Account,4,543,861,1,Other,Hourly,8.3,a006g000002FDXYAA4,9.79,38,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,FALSE,Approved,51.1
105478,Approved,Key Account,4,652,730,6,Self-employed,Hourly,77.1,a006g000002FDXZAA4,6.23,43,2,Equity Takeout,Rental,Row,FALSE,Approved,81.6
299356,Watch List,Key Account,2,611,521,13,Salary,Self-employed,35.4,a006g000002FDXaAAO,5.64,15,3,Equity Takeout,Owner,Row,TRUE,Declined,70.5
139907,Watch List,Key Account,2,867,657,56,Commissions,Commissions,3.6,a006g000002FDXbAAO,5.7,44,1,Equity Takeout,Rental,Semi-detached,FALSE,Declined,67.8
1091461,Approved,Non Key Account,4,894,604,12,Other,Contract,37.3,a006g000002FDXcAAO,9.34,58,2,Refinance,Owner,Single,FALSE,Declined,76.8
852732,Approved,Non Key Account,3,837,460,36,Other,Contract,0.1,a006g000002FDXdAAO,7.95,72,2,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Declined,46.3
1272701,Approved,Non Key Account,3,525,646,0,Contract,Self-employed,12.4,a006g000002FDXeAAO,8,42,3,Purchase Rent to Own,Rental,Apartment Low Rise,TRUE,Declined,23.7
1331775,Approved,Key Account,3,445,594,36,Contract,Self-employed,0.7,a006g000002FDXfAAO,8.89,77,2,Refinance for Debt Consolidation,Rental,Single,TRUE,Approved,62.7
1251895,Watch List,Key Account,3,456,819,37,Hourly,Pension,6.8,a006g000002FDXgAAO,4.01,26,1,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Declined,64.1
337146,Approved,Non Key Account,3,693,519,27,Other,Hourly,5.8,a006g000002FDXhAAO,7.95,60,2,Refinance,Rental,Apartment Low Rise,FALSE,Declined,20.9
490469,Deactivated,Non Key Account,4,435,767,20,Hourly,Other,31.4,a006g000002FDXiAAO,8.32,79,1,Refinance,Owner,Apartment High Rise,FALSE,Declined,45.4
1431548,Watch List,Non Key Account,2,774,653,47,Salary,Self-employed,26.4,a006g000002FDXjAAO,6.46,44,1,Purchase,Rental,Row,TRUE,Declined,46.7
397613,Approved,Key Account,3,625,889,57,Self-employed,Hourly,20.8,a006g000002FDXkAAO,7.41,27,2,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Approved,96.4
351007,Watch List,Key Account,5,524,501,33,Pension,Commissions,46.7,a006g000002FDXlAAO,6.97,65,2,Refinance,Rent To Own,Semi-detached,FALSE,Declined,66.6
1096078,Watch List,Key Account,3,797,850,4,Salary,Pension,27,a006g000002FDXmAAO,6.01,59,2,Refinance,Owner,Semi-detached,FALSE,Declined,51.2
795990,Approved,Non Key Account,2,622,704,12,Self-employed,Salary,96.7,a006g000002FDXnAAO,9.03,20,2,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,97.7
869703,Watch List,Key Account,3,544,638,3,Self-employed,Other,93.5,a006g000002FDXoAAO,5.78,73,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,94.5
1290200,Approved,Non Key Account,3,448,840,37,Salary,Salary,98.6,a006g000002FDXpAAO,8.15,12,2,Equity Takeout,Rent To Own,Apartment High Rise,FALSE,Declined,99.3
533865,Approved,Key Account,4,631,670,5,Other,Commissions,84.2,a006g000002FDXqAAO,5.18,46,3,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,93
351250,Approved,Key Account,2,486,645,9,Hourly,Contract,59.5,a006g000002FDXrAAO,7.08,75,3,Purchase Rent to Own,Rental,Row,FALSE,Approved,90.9
334114,Watch List,Non Key Account,4,474,653,20,Hourly,Self-employed,67.5,a006g000002FDXsAAO,9.52,67,3,Purchase,Rent To Own,Row,TRUE,Declined,71.7
780158,Approved,Key Account,2,567,547,19,Hourly,Other,50.6,a006g000002FDXtAAO,6.22,80,1,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,94.2
811416,Approved,Key Account,4,858,715,31,Pension,Other,36.2,a006g000002FDXuAAO,9.97,15,1,Refinance,Owner,Semi-detached,FALSE,Approved,84.1
876250,Approved,Non Key Account,3,636,419,0,Pension,Salary,44.2,a006g000002FDXvAAO,7.42,18,2,Refinance,Rental,Semi-detached,FALSE,Declined,60.6
1318779,Watch List,Non Key Account,4,751,696,38,Self-employed,Other,92,a006g000002FDXwAAO,9.76,15,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,92.8
675871,Approved,Key Account,4,545,828,22,Hourly,Pension,81.1,a006g000002FDXxAAO,9.21,25,2,Purchase Rent to Own,Rental,Apartment Low Rise,FALSE,Declined,83.9
1437523,Approved,Key Account,4,623,466,0,Self-employed,Pension,5.8,a006g000002FDXyAAO,8.06,46,2,Refinance,Owner,Row,FALSE,Declined,16.3
686774,Approved,Key Account,3,684,740,49,Other,Hourly,79.3,a006g000002FDXzAAO,6.12,19,1,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Declined,95
635002,Watch List,Key Account,4,808,655,50,Hourly,Self-employed,86.3,a006g000002FDY0AAO,9.38,22,3,Refinance for Debt Consolidation,Rental,Row,TRUE,Approved,95.3
519473,Approved,Key Account,2,457,652,57,Other,Other,80.5,a006g000002FDY1AAO,7.92,51,2,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Approved,84.1
801679,Approved,Non Key Account,3,414,797,9,Pension,Other,44.5,a006g000002FDY2AAO,7.79,37,3,Purchase,Owner,Apartment Low Rise,FALSE,Declined,69.2
410330,Approved,Key Account,4,848,457,47,Commissions,Salary,81.8,a006g000002FDY3AAO,9.27,67,1,Equity Takeout,Rental,Semi-detached,FALSE,Declined,84.1
886078,Deactivated,Key Account,4,850,611,39,Salary,Contract,1.3,a006g000002FDY4AAO,6.89,50,3,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,89.9
